State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,KURNOOL,2013,Rabi       ,Brinjal,396.0,6785.0
Uttar Pradesh,GHAZIPUR,2012,Rabi       ,Coriander,13.0,7.0
Odisha,BARGARH,2013,Winter     ,Potato,808.0,7107.2
Uttar Pradesh,KAUSHAMBI,2009,Rabi       ,Masoor,81.0,61.0
Tamil Nadu,KARUR,2004,Whole Year ,Cashewnut,56.0,20.0
Mizoram,SERCHHIP,2008,Rabi       ,Other  Rabi pulses,62.0,237.0
Rajasthan,BHILWARA,2003,Whole Year ,Mango,9.0,0.0
Odisha,NAYAGARH,2014,Summer     ,Groundnut,1.0,1.7
Manipur,CHANDEL,2001,Kharif     ,Dry ginger,330.0,540.0
Madhya Pradesh,BHOPAL,2002,Whole Year ,Tomato,565.0,0.0
Jharkhand,HAZARIBAGH,2007,Whole Year ,Sugarcane,77.62,3260.0
Chhattisgarh,KANKER,2006,Rabi       ,Peas & beans (Pulses),2032.0,668.0
Kerala,PALAKKAD,2013,Whole Year ,Soyabean,6.0,9.0
Puducherry,KARAIKAL,2004,Kharif     ,Groundnut,33.0,10.0
Maharashtra,KOLHAPUR,1998,Rabi       ,Other  Rabi pulses,4500.0,1900.0
Kerala,IDUKKI,1999,Kharif     ,Ragi,33.0,27.0
Haryana,AMBALA,2008,Whole Year ,Coriander,14.0,
Haryana,KURUKSHETRA,2004,Kharif     ,Rice,121844.0,468000.0
Odisha,JAGATSINGHAPUR,2013,Summer     ,Horse-gram,3.0,1.7
Nagaland,KIPHIRE,2013,Kharif     ,Rajmash Kholar,1110.0,1420.0
Haryana,PANCHKULA,2004,Whole Year ,Sugarcane,847.0,60000.0
West Bengal,MEDINIPUR EAST,2014,Kharif     ,Sunflower,356.0,635.0
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Cowpea(Lobia),98.0,78.0
Karnataka,TUMKUR,2002,Whole Year ,Grapes,13.0,387.0
Karnataka,BANGALORE RURAL,1999,Kharif     ,Soyabean,19.0,17.0
Telangana ,KHAMMAM,2003,Whole Year ,Mango,32889.0,75002.0
Kerala,KANNUR,2002,Whole Year ,Turmeric,136.0,384.0
Rajasthan,JHALAWAR,2003,Whole Year ,other oilseeds,3272.0,3289.0
Himachal Pradesh,MANDI,2006,Kharif     ,Other Kharif pulses,1104.0,602.0
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Jowar,24.0,19.0
Goa,NORTH GOA,2014,Whole Year ,Banana,1304.0,14754.0
Uttarakhand,NAINITAL,2006,Rabi       ,Wheat,24352.0,54786.0
Uttarakhand,NAINITAL,2011,Kharif     ,Moth,1.0,1.0
Tamil Nadu,CUDDALORE,2003,Whole Year ,Brinjal,296.0,3309.0
Andhra Pradesh,KADAPA,2008,Rabi       ,Linseed,528.0,197.0
Rajasthan,GANGANAGAR,2009,Kharif     ,Moong(Green Gram),22503.0,7819.0
Jharkhand,CHATRA,2003,Kharif     ,Arhar/Tur,1613.85,2929.14
Tamil Nadu,MADURAI,2002,Whole Year ,Other Fresh Fruits,193.0,0.0
Karnataka,BANGALORE RURAL,2003,Whole Year ,Grapes,1215.0,37529.0
Telangana ,MAHBUBNAGAR,2013,Whole Year ,Potato,2.0,29.0
Tamil Nadu,TIRUNELVELI,2005,Kharif     ,Soyabean,25.0,
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Citrus Fruit,2893.0,5926.0
Telangana ,KHAMMAM,2014,Rabi       ,Tobacco,2256.0,6035.0
Odisha,KANDHAMAL,2002,Whole Year ,Onion,360.0,2340.0
Goa,SOUTH GOA,2006,Kharif     ,Ragi,155.0,135.0
Tamil Nadu,SIVAGANGA,2000,Kharif     ,Cotton(lint),2736.0,5201.0
Mizoram,LUNGLEI,1999,Kharif     ,Groundnut,3.0,2.0
Odisha,BHADRAK,2000,Whole Year ,Dry chillies,1860.0,1490.0
Himachal Pradesh,KULLU,2007,Kharif     ,Moong(Green Gram),132.0,53.0
Madhya Pradesh,PANNA,2003,Kharif     ,Urad,5901.0,1320.0
Bihar,SIWAN,1998,Rabi       ,Other  Rabi pulses,3696.0,3180.0
Odisha,JHARSUGUDA,2001,Kharif     ,Sesamum,693.0,215.5
Odisha,BHADRAK,1999,Whole Year ,Onion,1530.0,15000.0
Sikkim,EAST DISTRICT,2004,Rabi       ,Other Cereals & Millets,560.0,470.0
Haryana,REWARI,2011,Whole Year ,Tobacco,10.0,
Haryana,REWARI,1998,Whole Year ,Sweet potato,3.0,
Karnataka,SHIMOGA,2000,Whole Year ,Cardamom,274.0,21.0
Rajasthan,NAGAUR,2010,Rabi       ,Wheat,77362.0,194987.0
Karnataka,GULBARGA,2002,Whole Year ,Cashewnut Processed,1.0,0.0
Chhattisgarh,NARAYANPUR,2006,Rabi       ,Linseed,26.0,
Tamil Nadu,MADURAI,2003,Whole Year ,Coriander,500.0,145.0
Andhra Pradesh,KURNOOL,2012,Kharif     ,Jowar,14661.0,53029.0
Telangana ,RANGAREDDI,2004,Rabi       ,Safflower,3081.0,1392.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Bajra,49.0,116.0
Meghalaya,EAST JAINTIA HILLS,1998,Whole Year ,Potato,344.0,2518.0
Madhya Pradesh,RATLAM,2003,Kharif     ,other misc. pulses,118.0,0.01
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,other misc. pulses,1292.0,214.0
Tamil Nadu,PERAMBALUR,2005,Kharif     ,Small millets,1206.0,1733.0
Madhya Pradesh,KHANDWA,1997,Kharif     ,Paddy,25500.0,26400.0
Maharashtra,RATNAGIRI,2003,Kharif     ,Small millets,8300.0,5600.0
Jammu and Kashmir ,UDHAMPUR,2000,Kharif     ,Dry ginger,37.0,43.0
Rajasthan,CHITTORGARH,2002,Whole Year ,Pome Fruit,18.0,0.0
Chhattisgarh,RAIGARH,2011,Kharif     ,Niger seed,1332.0,200.0
Punjab,TARN TARAN,2012,Kharif     ,Peas & beans (Pulses),10.0,10.0
Kerala,MALAPPURAM,2012,Whole Year ,Jack Fruit,8161.0,
Himachal Pradesh,UNA,1998,Whole Year ,Cotton(lint),6.0,3.0
Tripura,DHALAI,2006,Kharif     ,Arhar/Tur,380.0,278.0
Assam,HAILAKANDI,2009,Kharif     ,Small millets,6.0,3.0
Himachal Pradesh,SIRMAUR,1999,Whole Year ,Sugarcane,1546.0,3850.0
Meghalaya,EAST JAINTIA HILLS,1999,Kharif     ,Dry ginger,109.0,487.0
Sikkim,SOUTH DISTRICT,2003,Whole Year ,Other Vegetables,3140.0,14860.0
Andhra Pradesh,SPSR NELLORE,2000,Whole Year ,Banana,567.0,8154.0
Karnataka,TUMKUR,2011,Whole Year ,Tapioca,19.0,201.0
Gujarat,GANDHINAGAR,1997,Kharif     ,Arhar/Tur,200.0,200.0
Uttar Pradesh,JHANSI,2008,Kharif     ,Dry chillies,6.0,6.0
Andhra Pradesh,PRAKASAM,2014,Rabi       ,Rapeseed &Mustard,10.0,6.0
Kerala,THRISSUR,2002,Whole Year ,Other Vegetables,1935.0,0.0
Madhya Pradesh,SATNA,2001,Kharif     ,Groundnut,14.0,17.0
Maharashtra,NASHIK,2001,Kharif     ,Ragi,44900.0,46500.0
Uttar Pradesh,ALLAHABAD,2005,Rabi       ,Rapeseed &Mustard,1321.0,1111.0
Chandigarh,CHANDIGARH,1999,Rabi       ,Wheat,800.0,3600.0
Bihar,MADHUBANI,2000,Whole Year ,Tobacco,14.0,16.0
Andhra Pradesh,KURNOOL,2004,Rabi       ,Linseed,6.0,1.0
Andhra Pradesh,ANANTAPUR,2013,Whole Year ,Potato,82.0,1179.0
Telangana ,RANGAREDDI,1997,Kharif     ,Groundnut,1400.0,700.0
Maharashtra,HINGOLI,2010,Rabi       ,Safflower,26400.0,15400.0
Manipur,BISHNUPUR,2003,Whole Year ,Mango,32.0,163.0
Tripura,DHALAI,2009,Rabi       ,Rapeseed &Mustard,305.0,207.0
Rajasthan,ALWAR,2003,Whole Year ,Banana,2.0,0.0
Rajasthan,JHUNJHUNU,2004,Kharif     ,Bajra,266325.0,206615.0
Kerala,KOZHIKODE,2008,Whole Year ,Cardamom,220.0,1.0
Bihar,BEGUSARAI,2008,Kharif     ,Small millets,193.0,152.0
Karnataka,BELGAUM,2002,Whole Year ,Tomato,1301.0,8967.0
Uttar Pradesh,KANPUR NAGAR,2006,Summer     ,Tobacco,79.0,233.0
Himachal Pradesh,KULLU,2010,Kharif     ,Moong(Green Gram),46.0,15.0
Puducherry,MAHE,2000,Kharif     ,Groundnut,33.0,46.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Cucumber,175.0,0.0
Odisha,GANJAM,2009,Summer     ,Ragi,71.0,73.1
Uttar Pradesh,BALLIA,2011,Summer     ,Sunflower,25.0,43.0
Odisha,KENDRAPARA,1997,Summer     ,Paddy,10925.0,19894.0
Karnataka,BAGALKOT,2004,Rabi       ,Safflower,2857.0,943.0
Haryana,FARIDABAD,2000,Kharif     ,Other Kharif pulses,2761.0,500.0
Assam,BONGAIGAON,2008,Whole Year ,Turmeric,248.0,146.0
Karnataka,BENGALURU URBAN,2005,Kharif     ,Other Kharif pulses,4125.0,701.0
Punjab,BATHINDA,2013,Rabi       ,Barley,2000.0,7000.0
Tamil Nadu,KRISHNAGIRI,2010,Rabi       ,Gram,8.0,4.0
Chhattisgarh,RAJNANDGAON,2006,Rabi       ,Khesari,54323.0,23565.0
Meghalaya,WEST GARO HILLS,2013,Rabi       ,Cowpea(Lobia),817.0,1478.0
Madhya Pradesh,DAMOH,2010,Kharif     ,Bajra,7.0,14.0
Tamil Nadu,PERAMBALUR,2001,Kharif     ,Urad,756.0,300.0
Nagaland,MOKOKCHUNG,2010,Kharif     ,Moong(Green Gram),20.0,20.0
Himachal Pradesh,SOLAN,1998,Kharif     ,Soyabean,22.0,25.0
Karnataka,BENGALURU URBAN,2002,Whole Year ,Arcanut (Processed),49.0,69.0
Assam,CACHAR,1999,Whole Year ,Arecanut,4520.0,858.0
Tamil Nadu,KRISHNAGIRI,2003,Whole Year ,Pome Granet,6.0,0.0
Jammu and Kashmir ,POONCH,2007,Kharif     ,Urad,10.0,5.0
Maharashtra,THANE,2008,Kharif     ,Niger seed,1800.0,500.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Beans & Mutter(Vegetable),1509.0,7788.0
Haryana,YAMUNANAGAR,2005,Kharif     ,Urad,475.0,200.0
Telangana ,RANGAREDDI,2003,Rabi       ,Linseed,53.0,14.0
Bihar,ROHTAS,2010,Autumn     ,Maize,178.0,277.0
West Bengal,DARJEELING,2011,Rabi       ,Potato,4974.0,86647.0
Kerala,ERNAKULAM,2003,Whole Year ,Black pepper,6973.0,1107.0
West Bengal,DINAJPUR UTTAR,2001,Rabi       ,Barley,80.0,30.0
Madhya Pradesh,BALAGHAT,2009,Rabi       ,Horse-gram,160.0,53.0
Gujarat,VADODARA,2010,Kharif     ,Soyabean,10100.0,8000.0
Chhattisgarh,BALRAMPUR,2012,Rabi       ,Rapeseed &Mustard,8342.0,4626.0
Tamil Nadu,VELLORE,2003,Whole Year ,Cabbage,1.0,64.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2003,Whole Year ,Dry ginger,2225.0,18912.0
Bihar,PATNA,2004,Whole Year ,Dry chillies,247.0,101.0
Tamil Nadu,SALEM,2004,Rabi       ,Wheat,1.0,
Jharkhand,GARHWA,2003,Rabi       ,Masoor,1778.23,4836.79
Manipur,UKHRUL,2003,Whole Year ,Other Vegetables,25.0,181.0
Tripura,WEST TRIPURA,2003,Kharif     ,Cotton(lint),147.0,35.0
Telangana ,WARANGAL,2002,Whole Year ,Beans & Mutter(Vegetable),167.0,217.0
Uttar Pradesh,KANPUR DEHAT,2009,Rabi       ,Peas & beans (Pulses),2369.0,2608.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif     ,Rice,13301.0,37482.0
Kerala,ALAPPUZHA,2006,Whole Year ,Coconut ,48726.0,360000000.0
Tamil Nadu,TUTICORIN,2009,Whole Year ,Coconut ,5910.0,52400.0
Bihar,ROHTAS,2007,Whole Year ,Dry chillies,92.0,40.0
Madhya Pradesh,RAISEN,2003,Kharif     ,Other Kharif pulses,1391.0,495.0
Jammu and Kashmir ,JAMMU,2002,Rabi       ,Wheat,90028.0,178600.0
Uttarakhand,UTTAR KASHI,2000,Whole Year ,Onion,23.0,315.0
Punjab,RUPNAGAR,2006,Rabi       ,Masoor,100.0,100.0
Mizoram,KOLASIB,1999,Kharif     ,Sesamum,2016.0,2400.0
Madhya Pradesh,SHAJAPUR,2009,Kharif     ,Cowpea(Lobia),30.0,10.0
Meghalaya,NORTH GARO HILLS,2014,Rabi       ,Masoor,25.0,38.0
Tripura,KHOWAI,2014,Rabi       ,Peas & beans (Pulses),295.0,237.0
Rajasthan,PALI,2002,Whole Year ,Papaya,7.0,3.0
Tamil Nadu,KANCHIPURAM,2009,Whole Year ,Tapioca,16.0,551.0
Sikkim,NORTH DISTRICT,2004,Rabi       ,Other Cereals & Millets,200.0,120.0
Telangana ,KHAMMAM,2003,Rabi       ,Moong(Green Gram),4390.0,1484.0
Karnataka,HAVERI,2002,Whole Year ,Onion,7809.0,10550.0
Goa,SOUTH GOA,2014,Kharif     ,Rice,13455.0,40307.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter     ,Rapeseed &Mustard,30.0,30.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Citrus Fruit,232.0,1172.0
West Bengal,JALPAIGURI,2010,Whole Year ,Tobacco,600.0,640.0
Tripura,DHALAI,2010,Kharif     ,Other Kharif pulses,291.0,214.0
West Bengal,MURSHIDABAD,2009,Rabi       ,Barley,263.0,515.0
Rajasthan,JHUNJHUNU,2004,Kharif     ,Sesamum,10.0,3.0
Mizoram,SERCHHIP,2006,Rabi       ,other oilseeds,25.0,15.0
Arunachal Pradesh,UPPER SUBANSIRI,1998,Rabi       ,Groundnut,7.0,7.0
Punjab,MUKTSAR,2001,Kharif     ,Arhar/Tur,700.0,400.0
Andhra Pradesh,WEST GODAVARI,2010,Whole Year ,Sugarcane,26564.0,2546933.0
Sikkim,NORTH DISTRICT,1998,Rabi       ,Barley,150.0,207.0
Uttar Pradesh,LUCKNOW,2006,Kharif     ,Other Kharif pulses,10059.0,4103.0
Nagaland,PHEK,2013,Rabi       ,Lentil,160.0,130.0
Gujarat,SABAR KANTHA,2011,Whole Year ,Guar seed,5000.0,2900.0
Nagaland,LONGLENG,2009,Kharif     ,Castor seed,40.0,20.0
Chandigarh,CHANDIGARH,1999,Kharif     ,Arhar/Tur,80.0,80.0
Haryana,ROHTAK,2010,Whole Year ,Coriander,1.0,
Bihar,BEGUSARAI,2004,Kharif     ,Jute,3.0,24.0
Uttarakhand,PAURI GARHWAL,2014,Rabi       ,Masoor,1028.0,518.0
Karnataka,BENGALURU URBAN,2012,Whole Year ,Coconut ,2312.0,22763.0
Sikkim,EAST DISTRICT,2010,Kharif     ,Soyabean,1000.0,965.0
Meghalaya,SOUTH GARO HILLS,2014,Rabi       ,Gram,70.0,74.0
Uttarakhand,CHAMOLI,2011,Rabi       ,Potato,11.0,109.0
Jharkhand,PALAMU,2010,Rabi       ,Arhar/Tur,4826.0,6838.0
Punjab,JALANDHAR,2004,Rabi       ,Wheat,171000.0,734000.0
Puducherry,PONDICHERRY,2010,Summer     ,Sesamum,109.0,88.0
Haryana,KURUKSHETRA,2000,Rabi       ,Barley,4.0,0.0
Rajasthan,JAIPUR,1999,Whole Year ,Sannhamp,5.0,
West Bengal,BARDHAMAN,1998,Rabi       ,Safflower,16.0,5.0
Assam,GOLAGHAT,2001,Rabi       ,Wheat,1392.0,1049.0
Manipur,CHURACHANDPUR,2002,Whole Year ,Pome Fruit,70.0,180.0
Chhattisgarh,KABIRDHAM,2012,Kharif     ,Arhar/Tur,4713.0,2646.0
Mizoram,LUNGLEI,2008,Rabi       ,Other  Rabi pulses,181.0,207.0
West Bengal,NADIA,2013,Summer     ,Groundnut,3699.0,8872.0
Nagaland,PHEK,2000,Kharif     ,Arhar/Tur,450.0,500.0
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year ,Tomato,6.0,74.0
Telangana ,KARIMNAGAR,2005,Whole Year ,Garlic,107.0,
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Winter     ,Gram,115.0,141.0
Kerala,PALAKKAD,2008,Kharif     ,Groundnut,1733.0,1282.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter     ,Gram,187.0,150.0
Uttar Pradesh,AZAMGARH,1998,Kharif     ,Groundnut,48.0,31.0
Maharashtra,NANDED,2003,Whole Year ,Mango,6962.0,12870.0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cabbage,1113.0,58583.0
West Bengal,MURSHIDABAD,2005,Kharif     ,Mesta,536.0,8115.0
Telangana ,NALGONDA,2009,Whole Year ,Sunflower,2039.0,1897.0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Cabbage,24.0,1409.0
Maharashtra,BHANDARA,2008,Kharif     ,Moong(Green Gram),200.0,100.0
Telangana ,MEDAK,2002,Whole Year ,Other Fresh Fruits,87.0,14.0
Uttar Pradesh,MORADABAD,2006,Whole Year ,Banana,2.0,78.0
Punjab,MOGA,1998,Kharif     ,Moong(Green Gram),2800.0,1500.0
Odisha,JHARSUGUDA,2004,Rabi       ,Other  Rabi pulses,536.0,386.0
Andhra Pradesh,KADAPA,2003,Whole Year ,Bhindi,240.0,2074.0
Karnataka,TUMKUR,2003,Whole Year ,Brinjal,298.0,2481.0
Madhya Pradesh,CHHATARPUR,2012,Rabi       ,Masoor,8437.0,3125.0
West Bengal,DINAJPUR UTTAR,2004,Kharif     ,Maize,8283.0,46556.0
Karnataka,BANGALORE RURAL,2005,Kharif     ,Castor seed,2137.0,7396.0
Rajasthan,BHARATPUR,1998,Kharif     ,Rice,5844.0,6881.0
West Bengal,24 PARAGANAS NORTH,2010,Summer     ,Maize,101.0,247.0
Tamil Nadu,TUTICORIN,2013,Rabi       ,Groundnut,287.0,1041.0
Meghalaya,RI BHOI,2009,Rabi       ,Other  Rabi pulses,3.0,2.0
Telangana ,KHAMMAM,2003,Rabi       ,Small millets,77.0,53.0
Madhya Pradesh,VIDISHA,2000,Kharif     ,Rice,698.0,395.0
Tamil Nadu,RAMANATHAPURAM,2000,Kharif     ,Other Kharif pulses,376.0,72.0
Uttar Pradesh,GHAZIPUR,2009,Kharif     ,Jowar,3122.0,3448.0
Kerala,THRISSUR,2000,Autumn     ,Rice,10878.0,21416.0
Karnataka,DHARWAD,2005,Kharif     ,Small millets,2905.0,2192.0
Tamil Nadu,TUTICORIN,2003,Whole Year ,Yam,144.0,0.0
Mizoram,SAIHA,2004,Rabi       ,Rapeseed &Mustard,67.0,38.0
Uttar Pradesh,ETAH,2010,Rabi       ,Onion,100.0,1841.0
Chhattisgarh,DURG,2005,Kharif     ,Maize,276.0,249.0
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Brinjal,875.0,18642.0
Madhya Pradesh,UJJAIN,2002,Whole Year ,Beans & Mutter(Vegetable),637.0,0.0
Punjab,JALANDHAR,2002,Kharif     ,Urad,100.0,100.0
Kerala,KOLLAM,2002,Whole Year ,Rubber,36797.0,48386.0
Uttarakhand,ALMORA,2014,Whole Year ,Garlic,212.0,320.0
Puducherry,YANAM,2009,Summer     ,Moong(Green Gram),35.0,19.0
Madhya Pradesh,DHAR,2002,Whole Year ,Banana,564.0,12856.0
Mizoram,KOLASIB,1999,Rabi       ,Rapeseed &Mustard,1965.0,1234.0
Andhra Pradesh,SRIKAKULAM,1998,Kharif     ,Samai,100.0,100.0
Uttar Pradesh,JHANSI,1999,Summer     ,Moong(Green Gram),116.0,86.0
Gujarat,BANAS KANTHA,1998,Whole Year ,Oilseeds total,234500.0,344500.0
Karnataka,DAVANGERE,2002,Whole Year ,Atcanut (Raw),20922.0,97930.0
Meghalaya,EAST GARO HILLS,2003,Kharif     ,Cotton(lint),2705.0,3501.0
Madhya Pradesh,GWALIOR,2002,Whole Year ,Papaya,6.0,0.0
Puducherry,PONDICHERRY,2011,Kharif     ,Turmeric,2.0,3.0
Uttar Pradesh,BULANDSHAHR,2014,Rabi       ,Barley,2882.0,8652.0
Telangana ,NIZAMABAD,2003,Whole Year ,Other Vegetables,1280.0,0.0
Assam,KARIMGANJ,2005,Whole Year ,Turmeric,376.0,241.0
Madhya Pradesh,CHHATARPUR,2001,Whole Year ,Tobacco,72.0,32.0
Andhra Pradesh,KADAPA,2012,Kharif     ,Lemon,1833.0,16299.0
Jammu and Kashmir ,KATHUA,2008,Rabi       ,Linseed,52.0,20.2
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Cashewnut,717.0,208.5
Bihar,BEGUSARAI,1999,Kharif     ,Dry ginger,1.0,1.0
Madhya Pradesh,CHHATARPUR,2000,Kharif     ,Small millets,5616.0,1148.0
Sikkim,WEST DISTRICT,2006,Kharif     ,Maize,13000.0,21300.0
Manipur,IMPHAL EAST,2002,Whole Year ,Cauliflower,200.0,1108.0
Karnataka,KODAGU,1997,Summer     ,Paddy,835.0,3568.0
Karnataka,BELGAUM,2011,Kharif     ,Ragi,525.0,371.0
Kerala,IDUKKI,1998,Kharif     ,Ragi,42.0,34.0
Uttarakhand,HARIDWAR,2000,Kharif     ,Moong(Green Gram),3.0,1.0
Madhya Pradesh,MANDLA,2011,Rabi       ,Moong(Green Gram),11.0,1.0
Puducherry,PONDICHERRY,2013,Summer     ,Cotton(lint),1.0,1.0
Chhattisgarh,KABIRDHAM,2013,Whole Year ,Coriander,91.0,22.0
Gujarat,DANG,2001,Kharif     ,Small millets,5100.0,1000.0
Mizoram,LUNGLEI,1998,Kharif     ,Rice,14495.0,21704.0
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Coriander,51.0,18.0
Andhra Pradesh,KADAPA,2003,Whole Year ,Tomato,3181.0,39828.0
Puducherry,PONDICHERRY,2011,Summer     ,Ragi,10.0,25.0
Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Arhar/Tur,3849.0,1124.0
Uttarakhand,UTTAR KASHI,2004,Rabi       ,Wheat,12167.0,19385.0
Haryana,KURUKSHETRA,2012,Whole Year ,Coriander,1.0,1.0
Tamil Nadu,THANJAVUR,2003,Kharif     ,Sesamum,4089.0,799.0
Maharashtra,BULDHANA,2005,Rabi       ,Rapeseed &Mustard,200.0,100.0
Kerala,PATHANAMTHITTA,2003,Whole Year ,Brinjal,83.0,0.0
Rajasthan,DHOLPUR,2003,Kharif     ,Other Kharif pulses,35.0,25.0
Rajasthan,SAWAI MADHOPUR,2004,Rabi       ,Other  Rabi pulses,26.0,39.0
Tamil Nadu,KRISHNAGIRI,2011,Whole Year ,Onion,83.0,1022.0
Kerala,ERNAKULAM,2005,Whole Year ,Dry ginger,372.0,1181.0
Bihar,SUPAUL,2004,Kharif     ,Dry ginger,14.0,21.0
Mizoram,LUNGLEI,2004,Kharif     ,Rice,8127.0,13231.0
Gujarat,VADODARA,2011,Whole Year ,Guar seed,500.0,300.0
Nagaland,MOKOKCHUNG,2013,Kharif     ,Bean,230.0,310.0
Uttar Pradesh,MUZAFFARNAGAR,2002,Kharif     ,Sunflower,4.0,6.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,other oilseeds,53.55,34.2
Madhya Pradesh,HARDA,2008,Whole Year ,Sesamum,105.0,67.0
Puducherry,KARAIKAL,1999,Whole Year ,Sugarcane,55.0,4455.0
Chhattisgarh,KABIRDHAM,2002,Kharif     ,Bajra,5.0,4.0
Tamil Nadu,SALEM,2002,Whole Year ,Cabbage,2.0,117.0
Tamil Nadu,TUTICORIN,2005,Kharif     ,Groundnut,2047.0,3435.0
Madhya Pradesh,SHIVPURI,2011,Whole Year ,Onion,741.0,9323.0
West Bengal,MALDAH,2001,Rabi       ,Horse-gram,580.0,255.0
Assam,LAKHIMPUR,2014,Rabi       ,Black pepper,485.0,817.0
Odisha,NUAPADA,2003,Rabi       ,Safflower,210.0,30.0
Himachal Pradesh,KANGRA,2006,Kharif     ,Rice,38279.0,54148.0
Madhya Pradesh,SHIVPURI,2003,Kharif     ,other misc. pulses,515.0,0.01
Chhattisgarh,KOREA,2004,Whole Year ,Tobacco,1.0,1.0
Punjab,PATIALA,2003,Whole Year ,Sugarcane,4000.0,240000.0
Andhra Pradesh,WEST GODAVARI,2010,Whole Year ,Ginger,2.0,19.0
Sikkim,SOUTH DISTRICT,2002,Whole Year ,Other Vegetables,4750.0,16760.0
Himachal Pradesh,MANDI,2000,Kharif     ,Masoor,165.0,32.0
Odisha,KALAHANDI,1997,Winter     ,Paddy,148041.0,242741.0
Uttarakhand,PAURI GARHWAL,2007,Rabi       ,Barley,6558.0,5514.0
Rajasthan,BANSWARA,2007,Kharif     ,Castor seed,1.0,
Tripura,DHALAI,1999,Whole Year ,Potato,445.0,8530.0
Andhra Pradesh,KURNOOL,2011,Kharif     ,Cowpea(Lobia),4.0,1.0
Telangana ,MAHBUBNAGAR,2004,Kharif     ,Ragi,4604.0,7366.0
Haryana,ROHTAK,2001,Rabi       ,Gram,2631.0,2000.0
Chhattisgarh,BALODA BAZAR,2013,Whole Year ,Banana,11.0,562.0
Assam,UDALGURI,2005,Kharif     ,Castor seed,5.0,2.0
Jammu and Kashmir ,REASI,2007,Rabi       ,Barley,392.0,359.3
Manipur,CHURACHANDPUR,2003,Whole Year ,Cauliflower,12.0,103.0
Andhra Pradesh,VIZIANAGARAM,2003,Whole Year ,Bhindi,566.0,3898.0
Telangana ,KARIMNAGAR,2010,Whole Year ,Ginger,24.0,224.0
Andhra Pradesh,KADAPA,2012,Kharif     ,Sapota,423.0,5584.0
West Bengal,DARJEELING,2013,Rabi       ,Ragi,9529.0,10663.0
Madhya Pradesh,SHAHDOL,2011,Kharif     ,Sannhamp,29.0,33.0
Assam,CHIRANG,2013,Rabi       ,Rapeseed &Mustard,7791.0,3893.0
Andhra Pradesh,SPSR NELLORE,2014,Rabi       ,Tobacco,12296.0,30002.0
Jharkhand,BOKARO,2010,Rabi       ,Gram,38.0,17.0
Tripura,SOUTH TRIPURA,2006,Rabi       ,Moong(Green Gram),69.0,44.0
Meghalaya,SOUTH GARO HILLS,2008,Kharif     ,Dry ginger,247.0,1190.0
Nagaland,PHEK,2003,Whole Year ,Tea,100.0,130.0
Telangana ,MAHBUBNAGAR,2011,Kharif     ,Cowpea(Lobia),200.0,18.0
Kerala,PALAKKAD,2005,Winter     ,Rice,64190.0,153728.0
Karnataka,BENGALURU URBAN,2011,Summer     ,Maize,125.0,426.0
Uttar Pradesh,SAHARANPUR,2012,Summer     ,Onion,36.0,392.0
Mizoram,KOLASIB,1997,Kharif     ,Kapas,517.0,55.0
Madhya Pradesh,DINDORI,2009,Whole Year ,Onion,33.0,418.0
Himachal Pradesh,MANDI,1999,Kharif     ,Arhar/Tur,19.0,3.0
Tamil Nadu,SIVAGANGA,2003,Whole Year ,Pome Granet,7.0,0.0
Chhattisgarh,DANTEWADA,2012,Whole Year ,Coconut ,1.0,
Kerala,PALAKKAD,2012,Whole Year ,Cowpea(Lobia),10.0,
Bihar,PATNA,2014,Kharif     ,Sesamum,1.0,1.0
Chhattisgarh,GARIYABAND,2012,Kharif     ,Bajra,6.0,5.0
Karnataka,CHITRADURGA,2001,Kharif     ,Small millets,12327.0,6519.0
Madhya Pradesh,REWA,2010,Whole Year ,Garlic,107.0,152.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif     ,Moong(Green Gram),1331.0,495.0
Odisha,NUAPADA,2000,Whole Year ,Onion,680.0,5680.0
